review_text,review_label
"Neutral experience, nothing to complain.",neutral
Good value for money. Good value for money.,good
Completely useless. Waste of money. Regret buying this. Cheap quality. Very disappointed.,worst
"Neutral experience, nothing to complain.",neutral
Excellent product! Loved it.,good
Superb performance! Highly recommend! Five stars! Loved it.,good
"Neutral experience, nothing to complain.",neutral
Terrible experience.,worst
Highly recommend! Five stars! Very useful and easy to use. Loved it.,good
"Neutral experience, nothing to complain.",neutral
Worst product ever! Waste of money. Cheap quality. Do not buy this.,worst
Very useful and easy to use.,good
Five stars! Five stars!,good
Satisfactory for the price.,neutral
Very useful and easy to use. Highly recommend!,good
"Neutral experience, nothing to complain.",neutral
Satisfactory for the price.,neutral
Very useful and easy to use.,good
Loved it. Excellent product!,good
Works like a charm. Loved it. Five stars! Highly recommend! Amazing quality and value. Amazing quality and value.,good
Worst product ever!,worst
Works like a charm. Perfect for my needs. Five stars! Amazing quality and value.,good
Highly recommend! Five stars! Excellent product! Very useful and easy to use. Superb performance! Good value for money.,good
Amazing quality and value.,good
Waste of money.,worst
Works like a charm. Five stars!,good
Excellent product! Loved it.,good
Superb performance! Perfect for my needs. Highly recommend! Very useful and easy to use.,good
"Average performance, expected more.",neutral
Five stars! Five stars!,good
Loved it. Very useful and easy to use. Amazing quality and value. Loved it. Excellent product! Perfect for my needs.,good
"Average performance, expected more.",neutral
Good value for money. Excellent product! Amazing quality and value. Perfect for my needs.,good
Totally unreliable. Regret buying this. Waste of money. Regret buying this. Terrible experience. Worst product ever!,worst
Totally unreliable.,worst
Regret buying this.,worst
Terrible experience. Cheap quality. Regret buying this. Terrible experience. Do not buy this.,worst
Superb performance! Perfect for my needs. Perfect for my needs.,good
Totally unreliable. Very disappointed. Terrible experience.,worst
Very disappointed. Regret buying this.,worst
It works okay but nothing special.,neutral
Worst product ever! Regret buying this. Waste of money. Broke in two days. Do not buy this. Waste of money.,worst
Completely useless. Cheap quality. Terrible experience. Do not buy this. Very disappointed. Totally unreliable.,worst
Highly recommend!,good
Good value for money. Excellent product! Very useful and easy to use. Perfect for my needs.,good
Superb performance! Perfect for my needs. Perfect for my needs.,good
It works okay but nothing special.,neutral
Superb performance! Works like a charm.,good
Good value for money. Amazing quality and value. Amazing quality and value.,good
Completely useless.,worst
Terrible experience. Worst product ever! Totally unreliable. Totally unreliable.,worst
"Average performance, expected more.",neutral
Superb performance! Very useful and easy to use. Superb performance! Loved it. Excellent product!,good
"Not bad, but not great either.",neutral
"Not bad, but not great either.",neutral
"Not bad, but not great either.",neutral
Broke in two days. Do not buy this. Terrible experience. Waste of money. Completely useless.,worst
Good value for money. Loved it. Very useful and easy to use.,good
Totally unreliable. Worst product ever! Terrible experience. Waste of money. Totally unreliable.,worst
Excellent product! Five stars!,good
Totally unreliable. Waste of money. Regret buying this. Do not buy this.,worst
Cheap quality. Regret buying this. Waste of money. Completely useless.,worst
Superb performance! Perfect for my needs.,good
Amazing quality and value. Good value for money. Good value for money. Loved it.,good
Worst product ever!,worst
Superb performance! Works like a charm.,good
Five stars! Five stars!,good
Totally unreliable.,worst
Do not buy this. Worst product ever! Completely useless. Cheap quality.,worst
Satisfactory for the price.,neutral
Good value for money. Good value for money.,good
"Not bad, but not great either.",neutral
Five stars! Superb performance! Highly recommend! Very useful and easy to use. Good value for money.,good
Superb performance! Highly recommend! Loved it. Good value for money. Works like a charm.,good
Totally unreliable. Completely useless. Very disappointed. Terrible experience. Worst product ever!,worst
Amazing quality and value. Perfect for my needs.,good
Regret buying this.,worst
"Average performance, expected more.",neutral
Satisfactory for the price.,neutral
Amazing quality and value. Very useful and easy to use.,good
Terrible experience. Totally unreliable. Completely useless. Waste of money. Broke in two days.,worst
Terrible experience. Totally unreliable. Completely useless. Waste of money. Broke in two days.,worst
Superb performance! Amazing quality and value. Perfect for my needs. Perfect for my needs. Good value for money.,good
Totally unreliable. Broke in two days. Terrible experience.,worst
"Not bad, but not great either.",neutral
It works okay but nothing special.,neutral
Loved it.,good
Perfect for my needs. Very useful and easy to use. Very useful and easy to use. Very useful and easy to use. Perfect for my needs. Five stars!,good
Totally unreliable. Very disappointed. Terrible experience.,worst
Do not buy this. Worst product ever! Completely useless. Regret buying this.,worst
"Neutral experience, nothing to complain.",neutral
Worst product ever! Terrible experience.,worst
Waste of money. Waste of money. Totally unreliable. Totally unreliable.,worst
Works like a charm. Loved it. Five stars! Highly recommend! Amazing quality and value. Amazing quality and value.,good
Superb performance! Very useful and easy to use. Highly recommend! Amazing quality and value. Amazing quality and value. Loved it.,good
Satisfactory for the price.,neutral
Cheap quality. Cheap quality. Regret buying this. Very disappointed. Totally unreliable.,worst
Cheap quality. Worst product ever! Terrible experience. Cheap quality.,worst
Satisfactory for the price.,neutral
Completely useless. Regret buying this. Totally unreliable.,worst
It works okay but nothing special.,neutral
Very disappointed. Totally unreliable. Regret buying this. Cheap quality. Worst product ever! Do not buy this.,worst
Amazing quality and value. Perfect for my needs. Loved it. Perfect for my needs. Perfect for my needs.,good
"Neutral experience, nothing to complain.",neutral
Five stars! Superb performance! Highly recommend! Very useful and easy to use. Good value for money.,good
Very disappointed. Regret buying this.,worst
Completely useless.,worst
Terrible experience. Cheap quality. Worst product ever! Do not buy this. Waste of money.,worst
Amazing quality and value.,good
Terrible experience. Terrible experience. Very disappointed.,worst
Good value for money. Excellent product! Five stars! Highly recommend! Amazing quality and value.,good
Very useful and easy to use.,good
"Average performance, expected more.",neutral
"Not bad, but not great either.",neutral
"Neutral experience, nothing to complain.",neutral
Worst product ever!,worst
It works okay but nothing special.,neutral
"Neutral experience, nothing to complain.",neutral
"Not bad, but not great either.",neutral
Completely useless. Totally unreliable.,worst
"Not bad, but not great either.",neutral
Amazing quality and value. Very useful and easy to use.,good
"Average performance, expected more.",neutral
"Not bad, but not great either.",neutral
"Not bad, but not great either.",neutral
"Average performance, expected more.",neutral
Satisfactory for the price.,neutral
"Not bad, but not great either.",neutral
It works okay but nothing special.,neutral
"Neutral experience, nothing to complain.",neutral
Cheap quality. Terrible experience. Totally unreliable. Terrible experience. Completely useless. Very disappointed.,worst
